nomInstallation,codeEICResourceObject,codeINSEECommune,Latitude,Longitude,commune,codeDepartement,departement,codeRegion,region,dateMiseEnService,filiere,puisMaxRac,nbGroupes
EOLIENNES SASSEVILLE ET DROSAY,17W0000000407202,76221,49.79216838,0.737326887,Drosay,76,Seine-Maritime,28,Normandie,2016-02-29 00:00,Eolien,15000,6
FERME EOLIENNE COSSE OUEST,17W0000001489633,53077,47.94585879,-0.934606329,Coss??-le-Vivien,53,Mayenne,52,Pays de la Loire,2016-02-23 00:00,Eolien,4700,2
FERME EOLIENNE ERBRAY 2,17W000000150582C,44054,47.66909291,-1.321858814,Erbray,44,Loire-Atlantique,52,Pays de la Loire,2016-02-15 00:00,Eolien,6900,3
priv??,17W000000490193F,79239,46.65726633,-0.342791989,Saint-Aubin-le-Cloud,79,Deux-S??vres,75,Nouvelle-Aquitaine,2016-02-05 00:00,Eolien,1600,1
PARC EOLIEN DE NESLE LA REPOSTE,17W000000069867Q,51395,48.63214831,3.55444537,Nesle-la-Reposte,51,Marne,44,Grand-Est,2016-02-02 00:00,Eolien,6150,3
PARC EOLIEN LE PLACIS VERT,17W000000428321Y,22046,48.29373127,-2.522468037,Le Men??,22,C??tes-d'Armor,53,Bretagne,2016-01-21 00:00,Eolien,4000,5
ENERTRAG AISNE IX - LES DIZY,17W000000388832H,2802,49.6626573,3.981520837,La Ville-aux-Bois-l??s-Dizy,2,Aisne,32,Hauts-de-France,2016-01-20 00:00,Eolien,8000,4
THIMERT,17W000000057003Q,28386,48.55496534,1.262068941,Thimert-G??telles,28,Eure-et-Loir,24,Centre-Val de Loire,2016-01-19 00:00,Eolien,2000,2
PARC EOLIEN DE ST CARADEC,17W0000000597394,22279,48.19223793,-2.867514661,Saint-Caradec,22,C??tes-d'Armor,53,Bretagne,2016-01-18 00:00,Eolien,6150,3
EOLIENNES BUSSY 2,17W000000381023B,51099,48.80307999,4.251364959,Bussy-Lettr??e,51,Marne,44,Grand-Est,2016-01-12 00:00,Eolien,7069,3
PARC EOLIEN TENBONREV,17W0000003880429,51472,48.82721578,4.61145384,Saint-Amand-sur-Fion,51,Marne,44,Grand-Est,2016-01-12 00:00,Eolien,15000,6
MAGDEEA1 - ADP A1 DE LA FERME EOLIENNE DE MAGDELEINE (LA),17W000000013644W,16197,46.04865181,0.078157803,La Magdeleine,16,Charente,75,Nouvelle-Aquitaine,2016-01-10 00:00,Eolien,24000,12
PARC EOLIEN DE THIBIE  2,17W000000419963W,51146,48.88603104,4.244251269,Cheniers,51,Marne,44,Grand-Est,2016-01-04 00:00,Eolien,8000,4
FERME EOLIENNE DE LA MADELEINE 1,17W0000000625661,28108,48.13151862,1.605774781,Cormainville,28,Eure-et-Loir,24,Centre-Val de Loire,2016-01-04 00:00,Eolien,10000,4
PARC EOLIEN D'ESCARDES,17W000000414139C,51071,48.65671567,3.489740644,Bouchy-Saint-Genest,51,Marne,44,Grand-Est,2015-12-24 00:00,Eolien,12000,6
PARC EOLIEN MAS DE NAI,17W000000153202X,34121,43.76621939,3.183100968,Joncels,34,H??rault,76,Occitanie,2015-12-23 00:00,Eolien,11900,14
PARC EOLIEN DE KERGLEUZIOU,17W000000146135D,29146,47.91294711,-3.842069925,Melgven,29,Finist??re,53,Bretagne,2015-12-17 00:00,Eolien,6000,3
FERME EOLIENNE DES VILLES D'OYSES,17W000000043259H,2473,49.70901173,3.398047661,Mayot,2,Aisne,32,Hauts-de-France,2015-12-14 00:00,Eolien,12500,5
CEPE DE BAJOUVE,17W000000040553W,63370,45.66204967,2.679635035,Saint-Julien-Puy-Lav??ze,63,Puy-de-D??me,84,Auvergne-Rh??ne-Alpes,2015-12-11 00:00,Eolien,12000,6
EOLIENNE CHAUSSEE BRUNEHAUT 3,17W000000427088J,60372,49.55190726,2.114948559,Luchy,60,Oise,32,Hauts-de-France,2015-12-01 00:00,Eolien,11500,5
PARC EOLIEN DE BASSE THIERACHE SUD 4,17W0000004156062,2386,49.95043095,3.665297895,Iron,2,Aisne,32,Hauts-de-France,2015-11-27 00:00,Eolien,8976,3
COQUELICOT 2B,17W0000004186763,80549,50.1005697,2.727665136,Miraumont,80,Somme,32,Hauts-de-France,2015-11-27 00:00,Eolien,9200,4
COQUELICOT 2A,17W0000004235418,80549,50.1005697,2.727665136,Miraumont,80,Somme,32,Hauts-de-France,2015-11-27 00:00,Eolien,9200,4
PARC EOLIEN VILLACERF,17W000000387205C,10409,48.40767776,4.002281173,Villacerf,10,Aube,44,Grand-Est,2015-11-27 00:00,Eolien,10000,5
PARC EOLIEN BASSE THIERACHE SUD 3,17W000000064482Y,2386,49.95043095,3.665297895,Iron,2,Aisne,32,Hauts-de-France,2015-11-26 00:00,Eolien,8976,3
CEPE DU BOIS DE LA SERRE SUD,17W000000154164A,11182,43.40608848,2.240160638,Lacombe,11,Aude,76,Occitanie,2015-11-19 00:00,Eolien,10000,5
FERME EOLIENNE COTEAUX,17W000000159258D,44121,47.6113611,-1.277735975,Petit-Auvern??,44,Loire-Atlantique,52,Pays de la Loire,2015-11-19 00:00,Eolien,13800,6
LAUR EOLE ENERGIE,17W000000415440A,31100,43.28415842,1.626325232,Calmont,31,Haute-Garonne,76,Occitanie,2015-11-19 00:00,Eolien,14350,7
EOL-CARREAU MANCEAU N??3,17W000000382361N,2264,49.63555757,4.013128802,Dizy-le-Gros,2,Aisne,32,Hauts-de-France,2015-11-18 00:00,Eolien,16000,8
FERME EOLIENNE COSSE EST,17W000000043652F,53077,47.94585879,-0.934606329,Coss??-le-Vivien,53,Mayenne,52,Pays de la Loire,2015-11-17 00:00,Eolien,6900,3
CHAMP DE L EPEE 2,17W000000420239M,10172,48.61518294,4.121611919,Herbisse,10,Aube,44,Grand-Est,2015-11-16 00:00,Eolien,8550,3
PARC EOLIEN DU CHAMP DE L'EPEE 1,17W000000074453Z,10172,48.61518294,4.121611919,Herbisse,10,Aube,44,Grand-Est,2015-11-16 00:00,Eolien,8550,3
PARC  EOLIEN DE LA HAUTE BORNE 2,17W000000048212I,80465,49.74569835,2.933094791,Languevoisin-Quiquery,80,Somme,32,Hauts-de-France,2015-11-09 00:00,Eolien,9000,3
FUTURES ENERGIES BETHENIVILLE,17W000000044412U,51054,49.29252531,4.363694576,B??theniville,51,Marne,44,Grand-Est,2015-11-09 00:00,Eolien,12000,6
INNOVENT BOISBERGUES,17W0000000810892,80108,50.15311615,2.222363238,Boisbergues,80,Somme,32,Hauts-de-France,2015-11-05 00:00,Eolien,3000,2
PARC EOLIEN DES TOUCHES 2,17W0000004136177,44205,47.4523564,-1.427568832,Les Touches,44,Loire-Atlantique,52,Pays de la Loire,2015-11-05 00:00,Eolien,5000,2
PARC EOLIEN DES TOUCHES 1,17W0000001572308,44205,47.4523564,-1.427568832,Les Touches,44,Loire-Atlantique,52,Pays de la Loire,2015-11-05 00:00,Eolien,10000,4
LES MOULINS A VENT DE KERMADEEN,17W000000155038A,29114,48.49809717,-3.665169863,Lann??anou,29,Finist??re,53,Bretagne,2015-10-27 00:00,Eolien,4000,5
PARC EOLIEN MONTAGNE FAYEL,17W000000045015Z,80559,49.91111827,1.986999521,Montagne-Fayel,80,Somme,32,Hauts-de-France,2015-10-27 00:00,Eolien,12000,6
FERME EOLIENNE DU CONFOLENTAIS SNC,17W0000000619076,16403,45.970191,0.447706258,Le Vieux-C??rier,16,Charente,75,Nouvelle-Aquitaine,2015-10-12 00:00,Eolien,12228,6
Confidentiel,17W000000060056Y,51129,48.80122035,3.658203366,Charleville,51,Marne,44,Grand-Est,2015-10-07 00:00,Eolien,10000,5
Confidentiel,17W000000081440G,51129,48.80122035,3.658203366,Charleville,51,Marne,44,Grand-Est,2015-10-07 00:00,Eolien,10000,5
PARC EOLIEN AUXERROIS A,17W000000422024X,89319,47.77960442,3.651374509,Quenne,89,Yonne,27,Bourgogne-Franche-Comt??,2015-09-29 00:00,Eolien,12000,6
PARC EOLIEN AUXERROIS B,17W000000154279U,89108,47.76804178,3.700361253,Chitry,89,Yonne,27,Bourgogne-Franche-Comt??,2015-09-24 00:00,Eolien,8000,4
PARC EOLIEN AUXERROIS C,17W000000052964W,89108,47.76804178,3.700361253,Chitry,89,Yonne,27,Bourgogne-Franche-Comt??,2015-09-22 00:00,Eolien,12000,6
PARC EOLIEN DU MONT HEUDELAN 2,17W000000421087E,51487,49.26516757,4.381911126,Saint-Hilaire-le-Petit,51,Marne,44,Grand-Est,2015-09-18 00:00,Eolien,9900,3
ENERGIE SAINT LADE,17W000000166519K,8107,49.53402501,4.247618754,Ch??teau-Porcien,8,Ardennes,44,Grand-Est,2015-09-16 00:00,Eolien,11750,5
MED00181 SAMBRES 1,17W000000085189F,11180,43.39340908,2.403006353,Labastide-Esparbairenque,11,Aude,76,Occitanie,2015-09-12 00:00,Eolien,10000,5
PARC EOLIEN LE MINERAI 1,17W0000000445663,22183,48.18608376,-2.585990332,Pl??met,22,C??tes-d'Armor,53,Bretagne,2015-09-02 00:00,Eolien,10000,4
COL DE FERRIERE,17W000000413550D,25177,47.34724208,6.527262973,Crosey-le-Grand,25,Doubs,27,Bourgogne-Franche-Comt??,2015-08-25 00:00,Eolien,2780,1
COL DE FERRIERE,17W000000078632F,25177,47.34724208,6.527262973,Crosey-le-Grand,25,Doubs,27,Bourgogne-Franche-Comt??,2015-08-25 00:00,Eolien,11120,4
FUTURES ENERGIES MONT HEUDLAN 1,17W000000050951E,51487,49.26516757,4.381911126,Saint-Hilaire-le-Petit,51,Marne,44,Grand-Est,2015-08-22 00:00,Eolien,9900,3
WPD,17W000000918901O,60160,49.60731683,2.736309661,Conchy-les-Pots,60,Oise,32,Hauts-de-France,2015-08-20 00:00,Eolien,11500,5
REE SARL,17W000000417264V,17017,45.9283336,-0.717220454,Archingeay,17,Charente-Maritime,75,Nouvelle-Aquitaine,2015-08-19 00:00,Eolien,8000,4
PARC EOLIEN LES VIGNOTTES 3,17W000000429203Z,51524,48.5824011,3.729704986,Saron-sur-Aube,51,Marne,44,Grand-Est,2015-08-07 00:00,Eolien,12000,6
PARC EOLIEN LES VIGNOTTES 1,17W0000001537332,51524,48.5824011,3.729704986,Saron-sur-Aube,51,Marne,44,Grand-Est,2015-07-30 00:00,Eolien,12000,6
PARC EOLIEN LES VIGNOTTES 2,17W000000046114S,51524,48.5824011,3.729704986,Saron-sur-Aube,51,Marne,44,Grand-Est,2015-07-30 00:00,Eolien,12000,6
L'ECOPARC DES ENERGIE 2,17W000000157282Q,76512,49.87874716,1.46198144,Puisenval,76,Seine-Maritime,28,Normandie,2015-07-29 00:00,Eolien,8200,4
L'ECOPARC DES ENERGIES 1,17W000000423807X,76512,49.87874716,1.46198144,Puisenval,76,Seine-Maritime,28,Normandie,2015-07-29 00:00,Eolien,8200,4
priv??,17W000000486392M,79074,46.13742128,0.048152017,La Chapelle-Pouilloux,79,Deux-S??vres,75,Nouvelle-Aquitaine,2015-07-28 00:00,Eolien,12200,1
PARC EOLIEN DU GATINAIS 1,17W000000051884Z,77297,48.15104973,2.597643554,Mondreville,77,Seine-et-Marne,11,Ile-de-France,2015-07-27 00:00,Eolien,12000,6
Confidentiel,17W000000057295O,54574,49.50559782,5.688947588,Villers-la-Ch??vre,54,Meurthe-et-Moselle,44,Grand-Est,2015-07-23 00:00,Eolien,8000,4
FE HAUT PLATEAU PICARD 2,17W000000042840J,80535,49.9405208,2.043757336,Le Mesge,80,Somme,32,Hauts-de-France,2015-07-17 00:00,Eolien,11500,5
FERME EOL HAUT PLATEAU PICARD 1,17W0000000814642,80535,49.9405208,2.043757336,Le Mesge,80,Somme,32,Hauts-de-France,2015-07-17 00:00,Eolien,13800,6
EOLIEN BOIS DE FOLLE VILLE,17W0000004001367,56024,48.06994658,-2.68732663,Br??han,56,Morbihan,53,Bretagne,2015-07-10 00:00,Eolien,8200,4
CEOLCHA51 LES CHATAIGNIERS 1,17W000000049921L,51380,48.88028691,3.560485563,Montmirail,51,Marne,44,Grand-Est,2015-07-04 00:00,Eolien,14000,7
FUTURES ENERGIES INVESTISSEMENTS 2,17W000000420200C,52167,48.16803888,5.222690643,Darmannes,52,Haute-Marne,44,Grand-Est,2015-06-30 00:00,Eolien,12000,6
FERME EOLIENNE DE MARSAIS 1,17W000000432074C,17221,46.12170505,-0.61947328,Marsais,17,Charente-Maritime,75,Nouvelle-Aquitaine,2015-06-17 00:00,Eolien,8000,4
FERME EOLIENNE DE MARSAIS 2,17W000000161855T,17221,46.12170505,-0.61947328,Marsais,17,Charente-Maritime,75,Nouvelle-Aquitaine,2015-06-17 00:00,Eolien,8000,4
FE DES VILLES D'OYSES L'ARBRE GUILMET,17W000000422736Z,2473,49.70901173,3.398047661,Mayot,2,Aisne,32,Hauts-de-France,2015-06-11 00:00,Eolien,15000,6
PARC  EOLIEN  LA HAUTE BORNE - CEHAB1,17W0000000502264,80465,49.74569835,2.933094791,Languevoisin-Quiquery,80,Somme,32,Hauts-de-France,2015-06-10 00:00,Eolien,12000,4
MED00175 L'ILE AUX RATS,17W000000060451S,84091,44.17746971,4.765852891,Piolenc,84,Vaucluse,93,Provence-Alpes-C??te d'Azur,2015-06-07 00:00,Eolien,2700,13
ENERTRAGTERNOIS VI,17W000000151510W,62258,50.35386761,2.264827309,Croisette,62,Pas-de-Calais,32,Hauts-de-France,2015-06-03 00:00,Eolien,12000,4
priv??,17W000000483262D,79074,46.13742128,0.048152017,La Chapelle-Pouilloux,79,Deux-S??vres,75,Nouvelle-Aquitaine,2015-05-22 00:00,Eolien,9150,1
SNC MSE LE MOULIN DE SEHEN,17W000000058976W,27404,48.89345569,0.557278907,Mesnil-Rousset,27,Eure,28,Normandie,2015-05-21 00:00,Eolien,12300,6
PARC EOLIEN DE FRENCQ,17W000000044070W,62354,50.56177723,1.689491614,Frencq,62,Pas-de-Calais,32,Hauts-de-France,2015-05-20 00:00,Eolien,6000,3
PORTES DE LA COTE D'OR EST,17W000000416685C,21065,47.08741659,4.741947037,Bessey-en-Chaume,21,C??te-d'Or,27,Bourgogne-Franche-Comt??,2015-05-20 00:00,Eolien,8000,4
CEPE PORTES DE COTE D'OR NORD EST,17W000000153915X,21065,47.08741659,4.741947037,Bessey-en-Chaume,21,C??te-d'Or,27,Bourgogne-Franche-Comt??,2015-05-20 00:00,Eolien,10000,5
EOLIENNES DE SOULVACHE,17W0000001475221,44200,47.82120497,-1.448070931,Soulvache,44,Loire-Atlantique,52,Pays de la Loire,2015-05-03 00:00,Eolien,8000,4
EOL HANGEST SUR SOMME 2,17W000000041497B,80416,49.97923049,2.038108319,Hangest-sur-Somme,80,Somme,32,Hauts-de-France,2015-05-03 00:00,Eolien,10250,5
EOL HANGEST SUR SOMME 1,17W000000165158V,80416,49.97923049,2.038108319,Hangest-sur-Somme,80,Somme,32,Hauts-de-France,2015-05-03 00:00,Eolien,10250,5
Confidentiel,17W000000399100A,80777,50.0942755,2.469500838,Vauchelles-l??s-Authie,80,Somme,32,Hauts-de-France,2015-05-02 00:00,Eolien,11500,5
LE MONT FAMILLOT,17W000000421195B,51259,48.87864912,4.540649011,Francheville,51,Marne,44,Grand-Est,2015-05-01 00:00,Eolien,3170,1
PARCS EOLIENS DE VAUX COULOMMES 1,17W000000048485K,8462,49.44639182,4.54892329,Vaux-Champagne,8,Ardennes,44,Grand-Est,2015-05-01 00:00,Eolien,10600,4
Confidentiel,17W000000431300Y,80723,49.9015321,2.118877196,Saisseval,80,Somme,32,Hauts-de-France,2015-04-29 00:00,Eolien,11500,5
TRAMOMARINA,17W000000420089F,51557,48.78838242,4.555127968,Soulanges,51,Marne,44,Grand-Est,2015-04-21 00:00,Eolien,10250,5
PARC A BOIS HUBERT A,17W000000922503N,60364,49.47428267,2.48980639,Lieuvillers,60,Oise,32,Hauts-de-France,2015-04-14 00:00,Eolien,13800,6
PARC B BOIS HUBERT B,17W000000921067M,60364,49.47428267,2.48980639,Lieuvillers,60,Oise,32,Hauts-de-France,2015-04-14 00:00,Eolien,13800,6
CEPE CHARMOIS,17W000000412799H,21065,47.08741659,4.741947037,Bessey-en-Chaume,21,C??te-d'Or,27,Bourgogne-Franche-Comt??,2015-04-11 00:00,Eolien,2000,1
CEPE BOIS DES POISSES,17W000000079415I,21065,47.08741659,4.741947037,Bessey-en-Chaume,21,C??te-d'Or,27,Bourgogne-Franche-Comt??,2015-04-11 00:00,Eolien,4000,2
PARC EOLIEN VALLEE DU DON,17W000000428983P,44091,47.59232704,-1.696517752,Marsac-sur-Don,44,Loire-Atlantique,52,Pays de la Loire,2015-04-11 00:00,Eolien,10000,5
PARC EOLIEN DU GATINAIS 2,17W000000428411X,77297,48.15104973,2.597643554,Mondreville,77,Seine-et-Marne,11,Ile-de-France,2015-04-11 00:00,Eolien,12000,6
CEPE DE BOIS DE LA SERRE NORD,17W000000433125G,11182,43.40608848,2.240160638,Lacombe,11,Aude,76,Occitanie,2015-04-11 00:00,Eolien,12000,6
PARC EOLIEN DES PELURES BLANCHES,17W0000004284846,36199,47.0110072,1.995440562,Sainte-Lizaigne,36,Indre,24,Centre-Val de Loire,2015-04-06 00:00,Eolien,2500,1
P.RI5EA2 - ADP A2 DE LA FERME EOLIENNE DE PEZILLA-LA-RIVIERE (Parc Eolien de VILLEUNEUVE),17W100P100P2465S,66014,42.74542753,2.805697872,Baixas,66,Pyr??n??es-Orientales,76,Occitanie,2015-04-06 00:00,Eolien,8000,3
PARC EOLIEN D AUBIGEON,17W000000043706I,36199,47.0110072,1.995440562,Sainte-Lizaigne,36,Indre,24,Centre-Val de Loire,2015-04-06 00:00,Eolien,12000,5
P.RI5EA1 - ADP A1 DE LA FERME EOLIENNE DE PEZILLA-LA-RIVIERE (Parc Eolien de PEZILLA),17W100P100P0450E,66014,42.74542753,2.805697872,Baixas,66,Pyr??n??es-Orientales,76,Occitanie,2015-04-06 00:00,Eolien,88000,32
PARC EOLIEN  COMES DE L'ARCE,17W000000042121E,10069,48.13717467,4.456057287,Buxi??res-sur-Arce,10,Aube,44,Grand-Est,2015-03-27 00:00,Eolien,10000,5
SNC MSE LE CHAMP VERT,17W0000000467071,60622,49.67490638,2.00347222,Sommereux,60,Oise,32,Hauts-de-France,2015-03-27 00:00,Eolien,12000,6
Confidentiel,17W000000161122Z,62797,50.37074748,2.26790984,Siracourt,62,Pas-de-Calais,32,Hauts-de-France,2015-03-09 00:00,Eolien,6000,2
PARC EOLIEN DU MONT HEUDELAN 3,17W000000044936X,8378,49.29652243,4.434772704,Saint-Cl??ment-??-Arnes,8,Ardennes,44,Grand-Est,2015-03-09 00:00,Eolien,9900,3
FOYE ENERGIES,17W0000004193964,17234,46.0822034,-0.558494277,Migr??,17,Charente-Maritime,75,Nouvelle-Aquitaine,2015-02-24 00:00,Eolien,10250,5
EOLIENNES DE ROYE 1,17W000000164457Q,80685,49.69368999,2.788687577,Roye,80,Somme,32,Hauts-de-France,2015-02-18 00:00,Eolien,11400,4
EOLIENNES DE ROYE 3,17W000000048107F,80685,49.69368999,2.788687577,Roye,80,Somme,32,Hauts-de-France,2015-02-18 00:00,Eolien,11400,4
EOLIENNES DE ROYE 2,17W000000431765R,80685,49.69368999,2.788687577,Roye,80,Somme,32,Hauts-de-France,2015-02-03 00:00,Eolien,11400,4
EOLIENNES DES TROIS ORMES,17W0000004075151,18124,47.06695276,2.076587436,Lazenay,18,Cher,24,Centre-Val de Loire,2015-02-02 00:00,Eolien,16800,7
FERME EOL DE CANEHAN,17W0000000573092,76155,49.97950817,1.343117167,Canehan,76,Seine-Maritime,28,Normandie,2015-01-28 00:00,Eolien,13800,6
SAS CHAOURSE NORD ENERTRAG AISNE III,17W0000000547164,2160,49.70078981,3.985622923,Chaourse,2,Aisne,32,Hauts-de-France,2015-01-23 00:00,Eolien,8000,4
CHAOURSE SUD  ENERTRAG AISNE III,17W000000060348L,2160,49.70078981,3.985622923,Chaourse,2,Aisne,32,Hauts-de-France,2015-01-23 00:00,Eolien,8000,4
FERME EOLIENE ST NICOLAS DES BIEFS,17W0000000507596,3248,46.06322456,3.794606122,Saint-Nicolas-des-Biefs,3,Allier,84,Auvergne-Rh??ne-Alpes,2015-01-21 00:00,Eolien,14266,7
JUSTIEA1 - ADP A1 DE LA FERME EOLIENNE DE JUSTICE (LA) (PARC EOLIEN DE MOULIN D EMANVILLE 1),17W100P100P2742S,28004,48.33163423,1.652004132,Allonnes,28,Eure-et-Loir,24,Centre-Val de Loire,2014-01-06 00:00,Eolien,52275,17
PARCS EOLIENS DE COULOMMES 3,17W000000417923H,8462,49.44639182,4.54892329,Vaux-Champagne,8,Ardennes,44,Grand-Est,2014-12-21 00:00,Eolien,10600,4
PARC EOLIEN DE MOLINONS,17W0000004332715,89261,48.22186707,3.544172975,Molinons,89,Yonne,27,Bourgogne-Franche-Comt??,2014-12-17 00:00,Eolien,10000,5
PARC EOLIEN PREUSEVILLE 1,17W000000416449O,76511,49.88046844,1.505313607,Preuseville,76,Seine-Maritime,28,Normandie,2014-12-16 00:00,Eolien,2000,1
PARC EOLIEN PREUSEVILLE 2,17W000000430066L,76511,49.88046844,1.505313607,Preuseville,76,Seine-Maritime,28,Normandie,2014-12-16 00:00,Eolien,4000,2
FERME EOLIENNE DE LA CHAPELLE LAURENT,17W000000057175Y,15042,45.18372264,3.24249082,La Chapelle-Laurent,15,Cantal,84,Auvergne-Rh??ne-Alpes,2014-12-15 00:00,Eolien,6000,3
PARC EOLIEN VAUX COULOMMES 2,17W000000081223O,8462,49.44639182,4.54892329,Vaux-Champagne,8,Ardennes,44,Grand-Est,2014-12-15 00:00,Eolien,10600,4
LE BAS DES VIGNES,17W000000424675J,10430,48.6429564,4.122661962,Villiers-Herbisse,10,Aube,44,Grand-Est,2014-12-15 00:00,Eolien,12000,6
PARC EOLIEN DE FRESNOY-BRANCOURT,17W000000426665C,2334,49.95407247,3.418580325,Fresnoy-le-Grand,2,Aisne,32,Hauts-de-France,2014-12-11 00:00,Eolien,13800,54
Confidentiel,17W000000164834M,51340,48.73666328,4.467001608,Maisons-en-Champagne,51,Marne,44,Grand-Est,2014-12-09 00:00,Eolien,2000,1
LES JEUNES PERRIERES,17W000000059834A,51340,48.73666328,4.467001608,Maisons-en-Champagne,51,Marne,44,Grand-Est,2014-12-09 00:00,Eolien,14000,7
RENNEVILLE 1,17W000000060020I,8360,49.65081497,4.135690866,Renneville,8,Ardennes,44,Grand-Est,2014-12-06 00:00,Eolien,10250,5
PE BRUYERE 1-MONTBRAY MARGUERAY,17W000000156130H,50338,48.88308103,-1.109307043,Montbray,50,Manche,28,Normandie,2014-12-04 00:00,Eolien,10000,5
SENEV AGENVILLE SARL,17W000000151992P,80005,50.17180323,2.107770267,Agenville,80,Somme,32,Hauts-de-France,2014-12-02 00:00,Eolien,6000,2
Confidentiel,17W0000000488579,10172,48.61518294,4.121611919,Herbisse,10,Aube,44,Grand-Est,2014-11-28 00:00,Eolien,10000,5
PARC DE BEAUMONT SAS,17W000000166192Q,44075,47.61736016,-1.456036849,Iss??,44,Loire-Atlantique,52,Pays de la Loire,2014-11-24 00:00,Eolien,12000,6
PLATEAU D ANDIGNY 2,17W000000148372Q,2769,50.01114725,3.522954002,Vaux-Andigny,2,Aisne,32,Hauts-de-France,2014-11-12 00:00,Eolien,8976,3
EOLE PLATEAU D'ANDIGNY 1,17W000000041439P,2769,50.01114725,3.522954002,Vaux-Andigny,2,Aisne,32,Hauts-de-France,2014-11-12 00:00,Eolien,12000,4
PONTRU 2 FERME DES QUERTERELLES,17W000000146750U,2808,49.9494418,3.187498927,Villeret,2,Aisne,32,Hauts-de-France,2014-11-02 00:00,Eolien,4576,16
BASSE THIERACHE SUD N??2,17W000000053974O,2386,49.95043095,3.665297895,Iron,2,Aisne,32,Hauts-de-France,2014-10-30 00:00,Eolien,11968,4
PARC EOLIEN DE BASSE THIERACHE SUD 1,17W000000428337J,2386,49.95043095,3.665297895,Iron,2,Aisne,32,Hauts-de-France,2014-10-30 00:00,Eolien,11968,4
Confidentiel,17W000000040601A,50239,49.12217771,-1.170476443,Th??reval,50,Manche,28,Normandie,2014-10-28 00:00,Eolien,516,2
EOLIENNES DE FRELIGNE,17W0000001597266,44206,46.90650133,-1.679690334,Touvois,44,Loire-Atlantique,52,Pays de la Loire,2014-10-28 00:00,Eolien,8200,4
Confidentiel,17W000000395013P,21679,47.31424264,4.672843817,Vieilmoulin,21,C??te-d'Or,27,Bourgogne-Franche-Comt??,2014-10-20 00:00,Eolien,12000,6
LE CHAMP DES ANES,17W000000044774X,89283,47.6575722,3.419203402,Ouanne,89,Yonne,27,Bourgogne-Franche-Comt??,2014-10-16 00:00,Eolien,9200,5
Confidentiel,17W0000004208712,89283,47.6575722,3.419203402,Ouanne,89,Yonne,27,Bourgogne-Franche-Comt??,2014-10-16 00:00,Eolien,11500,5
LES SENTIGNIS,17W0000004251359,89252,47.65819284,3.485537341,Merry-Sec,89,Yonne,27,Bourgogne-Franche-Comt??,2014-10-16 00:00,Eolien,11500,5
TERRE DE BEAUMONT 2 BERLISE,17W000000415908N,2743,49.6413106,4.089030915,Le Thuel,2,Aisne,32,Hauts-de-France,2014-10-16 00:00,Eolien,15000,6
Confidentiel,17W000000487646C,86001,46.26461034,0.789659194,Adriers,86,Vienne,75,Nouvelle-Aquitaine,2014-10-14 00:00,Eolien,10000,5
ADRIERS ENERGIES,17W000000488956T,86001,46.26461034,0.789659194,Adriers,86,Vienne,75,Nouvelle-Aquitaine,2014-10-14 00:00,Eolien,10000,5
PARC EOLIEN LA NOUE SAINTE MARIE,17W000000413234N,10430,48.6429564,4.122661962,Villiers-Herbisse,10,Aube,44,Grand-Est,2014-10-11 00:00,Eolien,12000,6
PARC EOLIEN DE GEORGES GONFREVILLE 2,17W000000424871J,50210,49.26442852,-1.389817455,Gorges,50,Manche,28,Normandie,2014-10-06 00:00,Eolien,9200,4
PARC EOLIEN EPINETTE SARL,17W000000409621T,62437,50.54154508,1.99010496,Herly,62,Pas-de-Calais,32,Hauts-de-France,2014-10-06 00:00,Eolien,12000,6
CROIX BENJAMIN  LCB 2 EOLIEN,17W0000000589707,10421,48.54952708,3.607173471,La Villeneuve-au-Ch??telot,10,Aube,44,Grand-Est,2014-10-06 00:00,Eolien,14000,7
Confidentiel,17W0000000440056,10421,48.54952708,3.607173471,La Villeneuve-au-Ch??telot,10,Aube,44,Grand-Est,2014-10-06 00:00,Eolien,14000,7
SITE DE CARFOS,17W000000148345T,13039,43.45568121,4.904521339,Fos-sur-Mer,13,Bouches-du-Rh??ne,93,Provence-Alpes-C??te d'Azur,2014-09-30 00:00,Eolien,2000,1
EOL HAUT DU DOUAU,17W000000057562R,54011,49.5106931,5.568775224,Allondrelle-la-Malmaison,54,Meurthe-et-Moselle,44,Grand-Est,2014-09-26 00:00,Eolien,10760,5
ENERGIE DU PARTAGE 2,17W000000048536T,8401,49.44666129,4.50417074,Saulces-Champenoises,8,Ardennes,44,Grand-Est,2014-09-24 00:00,Eolien,8000,4
ENERGIE DU PARTAGE 1,17W000000046587M,8401,49.44666129,4.50417074,Saulces-Champenoises,8,Ardennes,44,Grand-Est,2014-09-24 00:00,Eolien,12000,4
SAINT-MANDE ENERGIE SAS,17W000000407024K,17358,46.03728007,-0.278226876,Saint-Mand??-sur-Br??doire,17,Charente-Maritime,75,Nouvelle-Aquitaine,2014-09-22 00:00,Eolien,12000,6
FERME EOLIENNE DE GROS-JACQUES,17W000000156259Q,80714,50.07365508,1.451001185,Saint-Quentin-la-Motte-Croix-au-Bailly,80,Somme,32,Hauts-de-France,2014-09-19 00:00,Eolien,9200,4
PARC EOLIEN SOMME SOUDE A,17W0000001467202,51638,48.84420409,4.14375967,Villeseneux,51,Marne,44,Grand-Est,2014-09-18 00:00,Eolien,10250,5
